positionID,Entry,Entry name,Status,Protein names,Organism,Length,Gene name,High,Low,Medium,Not detected
P31785[23-262],P31785,IL2RG_HUMAN,reviewed,Cytokine receptor common subunit gamma (Interleukin-2 receptor subunit gamma) (IL-2 receptor subunit gamma) (IL-2R subunit gamma) (IL-2RG) (gammaC) (p64) (CD antigen CD132),Homo sapiens (Human),369,IL2RG,,"hematopoietic cells, squamous epithelial cells",cells in red pulp,"glandular cells, cells in endometrial stroma, peripheral nerve/ganglion, glandular cells, cells in endometrial stroma, glandular cells, myoepithelial cells, squamous epithelial cells, lymphoid tissue, glandular cells, glandular cells, adipocytes, glandular cells, respiratory epithelial cells, glial cells, neuronal cells, cells in granular layer, cells in molecular layer, Purkinje cells, endothelial cells, glial cells, neuronal cells, neuropil, glandular cells, endothelial cells, glandular cells, urothelial cells, glandular cells, fibroblasts, keratinocytes, Langerhans, melanocytes, epidermal cells, glandular cells, smooth muscle cells, chondrocytes, fibroblasts, chondrocytes, fibroblasts, cells in white pulp, glandular cells, glandular cells, cells in seminiferous ducts, Leydig cells, glandular cells, germinal center cells, non-germinal center cells, myocytes, squamous epithelial cells, glandular cells, glandular cells, glandular cells, myocytes, glial cells, neuronal cells, cells in glomeruli, cells in tubules, bile duct cells, squamous epithelial cells, macrophages, pneumocytes, germinal center cells, non-germinal center cells, respiratory epithelial cells, squamous epithelial cells, follicle cells, ovarian stroma cells, exocrine glandular cells, islets of Langerhans, glandular cells, trophoblastic cells, glandular cells, glandular cells, hepatocytes, glandular cells, adipocytes"
Q8NI17[20-519],Q8NI17,IL31R_HUMAN,reviewed,Interleukin-31 receptor subunit alpha (IL-31 receptor subunit alpha) (IL-31R subunit alpha) (IL-31R-alpha) (IL-31RA) (Cytokine receptor-like 3) (GLM-R) (hGLM-R) (Gp130-like monocyte receptor) (Gp130-like receptor) (ZcytoR17),Homo sapiens (Human),732,IL31RA,,"glandular cells, glandular cells, glandular cells, myoepithelial cells, smooth muscle cells, cells in seminiferous ducts, Leydig cells, germinal center cells, squamous epithelial cells, urothelial cells","lymphoid tissue, hematopoietic cells, macrophages, non-germinal center cells, cells in red pulp, cells in white pulp, non-germinal center cells, Langerhans, germinal center cells","glandular cells, peripheral nerve/ganglion, glandular cells, cells in endometrial stroma, cells in endometrial stroma, glandular cells, glandular cells, squamous epithelial cells, glandular cells, myocytes, glial cells, neuronal cells, cells in glomeruli, cells in tubules, bile duct cells, hepatocytes, glandular cells, endothelial cells, squamous epithelial cells, adipocytes, respiratory epithelial cells, glial cells, neuronal cells, cells in granular layer, cells in molecular layer, Purkinje cells, endothelial cells, glial cells, neuronal cells, neuropil, glandular cells, glandular cells, pneumocytes, chondrocytes, fibroblasts, peripheral nerve, fibroblasts, peripheral nerve, glandular cells, glandular cells, glandular cells, glandular cells, epidermal cells, melanocytes, respiratory epithelial cells, squamous epithelial cells, follicle cells, ovarian stroma cells, exocrine glandular cells, islets of Langerhans, glandular cells, decidual cells, trophoblastic cells, glandular cells, glandular cells, glandular cells, glandular cells, myocytes, fibroblasts, keratinocytes, adipocytes, squamous epithelial cells"
P26951[19-305],P26951,IL3RA_HUMAN,reviewed,Interleukin-3 receptor subunit alpha (IL-3 receptor subunit alpha) (IL-3R subunit alpha) (IL-3R-alpha) (IL-3RA) (CD antigen CD123),Homo sapiens (Human),378,IL3RA,"glandular cells, neuronal cells","non-germinal center cells, germinal center cells, glandular cells, neuropil, cells in white pulp, cells in red pulp, peripheral nerve, smooth muscle cells, epidermal cells, melanocytes, adipocytes, glandular cells, cells in endometrial stroma, squamous epithelial cells, squamous epithelial cells, bile duct cells, hepatocytes, glial cells, endothelial cells, glial cells, squamous epithelial cells","Leydig cells, cells in seminiferous ducts, glandular cells, glandular cells, fibroblasts, peripheral nerve, fibroblasts, glandular cells, Langerhans, fibroblasts, non-germinal center cells, squamous epithelial cells, urothelial cells, respiratory epithelial cells, adipocytes, glandular cells, glandular cells, lymphoid tissue, hematopoietic cells, glandular cells, myocytes, glandular cells, glandular cells, myocytes, glandular cells, glandular cells, endothelial cells, glandular cells, glandular cells, glandular cells, glandular cells, respiratory epithelial cells, glandular cells, cells in tubules, macrophages, myoepithelial cells, pneumocytes, germinal center cells, cells in glomeruli, ovarian stroma cells, exocrine glandular cells, islets of Langerhans, glandular cells, decidual cells, trophoblastic cells, glandular cells, Purkinje cells","glial cells, keratinocytes, squamous epithelial cells, cells in endometrial stroma, neuronal cells, cells in molecular layer, cells in granular layer"
P24394[26-232],P24394,IL4RA_HUMAN,reviewed,Interleukin-4 receptor subunit alpha (IL-4 receptor subunit alpha) (IL-4R subunit alpha) (IL-4R-alpha) (IL-4RA) (CD antigen CD124) [Cleaved into: Soluble interleukin-4 receptor subunit alpha (Soluble IL-4 receptor subunit alpha) (Soluble IL-4R-alpha) (sIL4Ralpha/prot) (IL-4-binding protein) (IL4-BP)],Homo sapiens (Human),825,IL4R,,"squamous epithelial cells, cells in seminiferous ducts, epidermal cells, glandular cells, myocytes, keratinocytes, glandular cells, myoepithelial cells, endothelial cells, decidual cells, cells in tubules, glandular cells, myocytes, glandular cells, glandular cells, glandular cells, pneumocytes, respiratory epithelial cells, squamous epithelial cells, follicle cells","Leydig cells, germinal center cells, glandular cells, non-germinal center cells, glandular cells, glandular cells, glandular cells, cells in red pulp, glandular cells, glandular cells, hematopoietic cells, glandular cells, glandular cells, glandular cells, non-germinal center cells","glandular cells, glandular cells, cells in white pulp, fibroblasts, Langerhans, melanocytes, smooth muscle cells, chondrocytes, fibroblasts, fibroblasts, peripheral nerve, trophoblastic cells, urothelial cells, cells in glomeruli, neuronal cells, glial cells, squamous epithelial cells, glandular cells, adipocytes, lymphoid tissue, adipocytes, neuropil, neuronal cells, glial cells, Purkinje cells, cells in molecular layer, cells in granular layer, neuronal cells, glial cells, respiratory epithelial cells, bile duct cells, macrophages, islets of Langerhans, hepatocytes, exocrine glandular cells, squamous epithelial cells, cells in endometrial stroma, glandular cells, cells in endometrial stroma, glandular cells, peripheral nerve/ganglion, squamous epithelial cells, germinal center cells, ovarian stroma cells, endothelial cells"
P40189[23-619],P40189,IL6RB_HUMAN,reviewed,Interleukin-6 receptor subunit beta (IL-6 receptor subunit beta) (IL-6R subunit beta) (IL-6R-beta) (IL-6RB) (CDw130) (Interleukin-6 signal transducer) (Membrane glycoprotein 130) (gp130) (Oncostatin-M receptor subunit alpha) (CD antigen CD130),Homo sapiens (Human),918,IL6ST,,,,"peripheral nerve, glandular cells, chondrocytes, fibroblasts, peripheral nerve, cells in red pulp, cells in white pulp, glandular cells, germinal center cells, Leydig cells, glandular cells, non-germinal center cells, squamous epithelial cells, urothelial cells, squamous epithelial cells, fibroblasts, cells in seminiferous ducts, chondrocytes, decidual cells, glandular cells, glandular cells, glandular cells, squamous epithelial cells, glandular cells, ovarian stroma cells, glandular cells, myocytes, glial cells, glandular cells, cells in glomeruli, cells in tubules, bile duct cells, hepatocytes, macrophages, pneumocytes, germinal center cells, respiratory epithelial cells, squamous epithelial cells, follicle cells, cells in endometrial stroma, smooth muscle cells, glandular cells, glandular cells, epidermal cells, melanocytes, Langerhans, keratinocytes, fibroblasts, myocytes, glandular cells, glandular cells, glandular cells, glandular cells, trophoblastic cells, glial cells, neuronal cells, neuropil, glandular cells, squamous epithelial cells, endothelial cells, glandular cells, peripheral nerve/ganglion, cells in endometrial stroma, non-germinal center cells, neuronal cells, islets of Langerhans, Purkinje cells, cells in molecular layer, cells in granular layer, neuronal cells, glial cells, respiratory epithelial cells, myoepithelial cells, endothelial cells, adipocytes, hematopoietic cells, lymphoid tissue, glandular cells, glandular cells, adipocytes, exocrine glandular cells, glandular cells"
Q01113[41-270],Q01113,IL9R_HUMAN,reviewed,Interleukin-9 receptor (IL-9 receptor) (IL-9R) (CD antigen CD129),Homo sapiens (Human),521,IL9R,,"cells in red pulp, non-germinal center cells, urothelial cells, macrophages, non-germinal center cells, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells",,"fibroblasts, peripheral nerve, cells in white pulp, glandular cells, glandular cells, cells in seminiferous ducts, glandular cells, germinal center cells, squamous epithelial cells, squamous epithelial cells, peripheral nerve, Leydig cells, fibroblasts, glandular cells, smooth muscle cells, glandular cells, myocytes, glial cells, neuronal cells, cells in glomeruli, cells in tubules, bile duct cells, hepatocytes, pneumocytes, germinal center cells, respiratory epithelial cells, squamous epithelial cells, ovarian stroma cells, exocrine glandular cells, islets of Langerhans, epidermal cells, melanocytes, Langerhans, keratinocytes, fibroblasts, squamous epithelial cells, myocytes, glandular cells, glandular cells, trophoblastic cells, decidual cells, glandular cells, glandular cells, chondrocytes, glial cells, cells in endometrial stroma, cells in granular layer, cells in molecular layer, endothelial cells, neuronal cells, neuropil, glandular cells, squamous epithelial cells, endothelial cells, peripheral nerve/ganglion, glandular cells, cells in endometrial stroma, glandular cells, glandular cells, neuronal cells, glial cells, Purkinje cells, myoepithelial cells, glandular cells, adipocytes, hematopoietic cells, lymphoid tissue, glandular cells, adipocytes, respiratory epithelial cells"
Q86SU0[24-167],Q86SU0,ILDR1_HUMAN,reviewed,Immunoglobulin-like domain-containing receptor 1,Homo sapiens (Human),546,ILDR1,,"myocytes, trophoblastic cells, islets of Langerhans, respiratory epithelial cells, cells in red pulp, Purkinje cells, respiratory epithelial cells, macrophages, glandular cells, glandular cells, myocytes, glandular cells","glandular cells, glandular cells, glandular cells, follicle cells, glandular cells, glandular cells, glandular cells, cells in seminiferous ducts, Leydig cells, urothelial cells, glandular cells, glandular cells, hepatocytes, glandular cells, glandular cells, glandular cells, cells in tubules, glandular cells, glandular cells","fibroblasts, glandular cells, non-germinal center cells, ovarian stroma cells, squamous epithelial cells, decidual cells, keratinocytes, Langerhans, epidermal cells, germinal center cells, non-germinal center cells, squamous epithelial cells, melanocytes, squamous epithelial cells, cells in white pulp, fibroblasts, fibroblasts, smooth muscle cells, germinal center cells, pneumocytes, exocrine glandular cells, neuronal cells, glial cells, endothelial cells, cells in molecular layer, cells in granular layer, neuronal cells, glial cells, adipocytes, hematopoietic cells, lymphoid tissue, adipocytes, neuropil, squamous epithelial cells, myoepithelial cells, endothelial cells, cells in glomeruli, neuronal cells, glial cells, squamous epithelial cells, glandular cells, glandular cells, peripheral nerve/ganglion, cells in endometrial stroma, cells in endometrial stroma, bile duct cells"
P56199[29-1141],P56199,ITA1_HUMAN,reviewed,Integrin alpha-1 (CD49 antigen-like family member A) (Laminin and collagen receptor) (VLA-1) (CD antigen CD49a),Homo sapiens (Human),1179,ITGA1,fibroblasts,"hepatocytes, hematopoietic cells, glandular cells, cells in granular layer, glial cells, neuropil, endothelial cells, peripheral nerve/ganglion, endothelial cells, exocrine glandular cells, glandular cells, glandular cells, myocytes, keratinocytes, Langerhans, peripheral nerve, ovarian stroma cells, chondrocytes, cells in seminiferous ducts","glandular cells, glandular cells, squamous epithelial cells, glandular cells, glandular cells, myocytes, glial cells, cells in glomeruli, glandular cells, cells in tubules, neuronal cells, adipocytes, glandular cells, Purkinje cells, cells in molecular layer, neuronal cells, respiratory epithelial cells, myoepithelial cells, glandular cells, glandular cells, glial cells, neuronal cells, glandular cells, squamous epithelial cells, glandular cells, adipocytes, respiratory epithelial cells, islets of Langerhans, trophoblastic cells, glandular cells, glandular cells, melanocytes, glandular cells, smooth muscle cells, fibroblasts, squamous epithelial cells, urothelial cells, squamous epithelial cells, glandular cells, Leydig cells, glandular cells, glandular cells, fibroblasts, squamous epithelial cells, pneumocytes, macrophages","cells in endometrial stroma, lymphoid tissue, bile duct cells, cells in endometrial stroma, glandular cells, epidermal cells, non-germinal center cells, germinal center cells, cells in white pulp, cells in red pulp, non-germinal center cells, germinal center cells"
Q9UKX5[23-1141],Q9UKX5,ITA11_HUMAN,reviewed,Integrin alpha-11,Homo sapiens (Human),1188,ITGA11,"squamous epithelial cells, myocytes, glandular cells, respiratory epithelial cells, squamous epithelial cells, squamous epithelial cells, squamous epithelial cells, squamous epithelial cells, respiratory epithelial cells, glandular cells, glandular cells, myocytes, keratinocytes, Langerhans, melanocytes, glandular cells, glandular cells, epidermal cells","glandular cells, glandular cells, glial cells, cells in glomeruli, bile duct cells, hepatocytes, macrophages, non-germinal center cells, myoepithelial cells, Purkinje cells, endothelial cells, neuronal cells, neuropil, glandular cells, hematopoietic cells, germinal center cells, non-germinal center cells, exocrine glandular cells, islets of Langerhans, trophoblastic cells","glandular cells, glandular cells, glandular cells, glandular cells, neuronal cells, cells in tubules, neuronal cells, glandular cells, glandular cells, glandular cells, glandular cells, cells in seminiferous ducts, Leydig cells, urothelial cells, endothelial cells, glandular cells, glandular cells, smooth muscle cells, glandular cells, glandular cells","pneumocytes, peripheral nerve/ganglion, cells in endometrial stroma, adipocytes, lymphoid tissue, cells in granular layer, glial cells, cells in molecular layer, glial cells, adipocytes, germinal center cells, cells in endometrial stroma, fibroblasts, peripheral nerve, cells in red pulp, cells in white pulp, peripheral nerve, fibroblasts, chondrocytes, ovarian stroma cells, fibroblasts"
P17301[30-1132],P17301,ITA2_HUMAN,reviewed,Integrin alpha-2 (CD49 antigen-like family member B) (Collagen receptor) (Platelet membrane glycoprotein Ia) (GPIa) (VLA-2 subunit alpha) (CD antigen CD49b),Homo sapiens (Human),1181,ITGA2,"glandular cells, myoepithelial cells, glandular cells, glandular cells, respiratory epithelial cells, glandular cells, glandular cells, respiratory epithelial cells, cells in tubules, glandular cells, glandular cells, glandular cells, melanocytes, squamous epithelial cells, urothelial cells, glandular cells, Leydig cells, glandular cells, glandular cells","neuronal cells, neuropil, peripheral nerve/ganglion, myocytes, hepatocytes, cells in seminiferous ducts, glandular cells, exocrine glandular cells, glandular cells, myocytes, islets of Langerhans, trophoblastic cells","endothelial cells, neuronal cells, hematopoietic cells, glandular cells, squamous epithelial cells, squamous epithelial cells, pneumocytes, bile duct cells, cells in glomeruli, glandular cells, glandular cells, squamous epithelial cells, glandular cells, follicle cells, epidermal cells, cells in red pulp, cells in white pulp, glandular cells, squamous epithelial cells, keratinocytes, glandular cells, glandular cells","cells in granular layer, cells in molecular layer, glial cells, Purkinje cells, glial cells, adipocytes, lymphoid tissue, adipocytes, non-germinal center cells, germinal center cells, macrophages, neuronal cells, endothelial cells, glial cells, cells in endometrial stroma, cells in endometrial stroma, chondrocytes, fibroblasts, peripheral nerve, fibroblasts, peripheral nerve, germinal center cells, non-germinal center cells, smooth muscle cells, Langerhans, ovarian stroma cells, fibroblasts, decidual cells"
P08514[32-993],P08514,ITA2B_HUMAN,reviewed,"Integrin alpha-IIb (GPalpha IIb) (GPIIb) (Platelet membrane glycoprotein IIb) (CD antigen CD41) [Cleaved into: Integrin alpha-IIb heavy chain; Integrin alpha-IIb light chain, form 1; Integrin alpha-IIb light chain, form 2]",Homo sapiens (Human),1039,ITGA2B,,,hematopoietic cells,"neuronal cells, fibroblasts, endothelial cells, Purkinje cells, chondrocytes, cells in molecular layer, cells in granular layer, chondrocytes, fibroblasts, smooth muscle cells, glandular cells, respiratory epithelial cells, glial cells, peripheral nerve, peripheral nerve, cells in red pulp, germinal center cells, glandular cells, non-germinal center cells, squamous epithelial cells, urothelial cells, squamous epithelial cells, Leydig cells, myoepithelial cells, glandular cells, adipocytes, lymphoid tissue, glandular cells, adipocytes, glandular cells, cells in seminiferous ducts, glandular cells, cells in white pulp, glial cells, glandular cells, glandular cells, glandular cells, fibroblasts, keratinocytes, Langerhans, melanocytes, epidermal cells, neuronal cells, neuropil, squamous epithelial cells, glandular cells, glandular cells, glandular cells, squamous epithelial cells, endothelial cells, glandular cells, cells in endometrial stroma, glandular cells, cells in endometrial stroma, glandular cells, peripheral nerve/ganglion, glandular cells, glandular cells, myocytes, trophoblastic cells, glandular cells, myocytes, glial cells, neuronal cells, cells in glomeruli, cells in tubules, bile duct cells, glandular cells, macrophages, pneumocytes, hepatocytes, non-germinal center cells, respiratory epithelial cells, squamous epithelial cells, follicle cells, ovarian stroma cells, exocrine glandular cells, islets of Langerhans, glandular cells, germinal center cells, decidual cells"
P26006[33-991],P26006,ITA3_HUMAN,reviewed,Integrin alpha-3 (CD49 antigen-like family member C) (FRP-2) (Galactoprotein B3) (GAPB3) (VLA-3 subunit alpha) (CD antigen CD49c) [Cleaved into: Integrin alpha-3 heavy chain; Integrin alpha-3 light chain],Homo sapiens (Human),1051,ITGA3,,"cells in seminiferous ducts, squamous epithelial cells, myocytes, Purkinje cells, neuronal cells, glandular cells, squamous epithelial cells, endothelial cells, glandular cells, peripheral nerve/ganglion, islets of Langerhans, exocrine glandular cells, ovarian stroma cells, glandular cells, bile duct cells, melanocytes, glandular cells","Leydig cells, glandular cells, glandular cells, glandular cells, cells in tubules, squamous epithelial cells, urothelial cells, keratinocytes, respiratory epithelial cells, myoepithelial cells, glandular cells, glandular cells, glandular cells, glandular cells, squamous epithelial cells, glandular cells, glandular cells, myocytes, cells in glomeruli, glandular cells, squamous epithelial cells, respiratory epithelial cells, glandular cells, pneumocytes, macrophages, hepatocytes, trophoblastic cells, glandular cells, glandular cells, glandular cells, epidermal cells, glandular cells, smooth muscle cells, glandular cells","cells in white pulp, cells in red pulp, germinal center cells, fibroblasts, Langerhans, fibroblasts, non-germinal center cells, peripheral nerve, peripheral nerve, chondrocytes, glial cells, neuronal cells, cells in granular layer, cells in molecular layer, endothelial cells, glial cells, neuropil, cells in endometrial stroma, cells in endometrial stroma, glial cells, neuronal cells, fibroblasts, lymphoid tissue, germinal center cells, non-germinal center cells, hematopoietic cells, adipocytes, adipocytes"
P08648[42-995],P08648,ITA5_HUMAN,reviewed,Integrin alpha-5 (CD49 antigen-like family member E) (Fibronectin receptor subunit alpha) (Integrin alpha-F) (VLA-5) (CD antigen CD49e) [Cleaved into: Integrin alpha-5 heavy chain; Integrin alpha-5 light chain],Homo sapiens (Human),1049,ITGA5,trophoblastic cells,"fibroblasts, chondrocytes",smooth muscle cells,"squamous epithelial cells, urothelial cells, germinal center cells, squamous epithelial cells, peripheral nerve, cells in red pulp, cells in white pulp, glandular cells, glandular cells, Leydig cells, glandular cells, non-germinal center cells, cells in seminiferous ducts, glandular cells, peripheral nerve, peripheral nerve/ganglion, glandular cells, cells in endometrial stroma, glandular cells, cells in endometrial stroma, fibroblasts, glandular cells, glandular cells, squamous epithelial cells, glandular cells, myocytes, glial cells, neuronal cells, cells in glomeruli, cells in tubules, bile duct cells, glandular cells, hepatocytes, endothelial cells, glandular cells, glandular cells, lymphoid tissue, hematopoietic cells, adipocytes, glandular cells, myoepithelial cells, respiratory epithelial cells, squamous epithelial cells, glial cells, cells in granular layer, cells in molecular layer, Purkinje cells, endothelial cells, glial cells, neuronal cells, neuropil, neuronal cells, macrophages, glandular cells, germinal center cells, pneumocytes, glandular cells, decidual cells, glandular cells, glandular cells, glandular cells, islets of Langerhans, exocrine glandular cells, myocytes, fibroblasts, keratinocytes, Langerhans, glandular cells, epidermal cells, non-germinal center cells, respiratory epithelial cells, melanocytes, follicle cells, ovarian stroma cells, squamous epithelial cells, glandular cells, adipocytes"
P23229[24-1050],P23229,ITA6_HUMAN,reviewed,Integrin alpha-6 (CD49 antigen-like family member F) (VLA-6) (CD antigen CD49f) [Cleaved into: Integrin alpha-6 heavy chain; Integrin alpha-6 light chain; Processed integrin alpha-6 (Alpha6p)],Homo sapiens (Human),1130,ITGA6,,"glandular cells, myocytes, squamous epithelial cells, glandular cells, bile duct cells, macrophages, respiratory epithelial cells, squamous epithelial cells, exocrine glandular cells, glandular cells, hematopoietic cells, endothelial cells, Purkinje cells, cells in granular layer, neuronal cells, glandular cells, epidermal cells, glandular cells, myoepithelial cells, neuropil, squamous epithelial cells, cells in seminiferous ducts, glandular cells, squamous epithelial cells, cells in endometrial stroma, peripheral nerve","glandular cells, glandular cells, trophoblastic cells, glandular cells, glandular cells, cells in tubules, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, urothelial cells, glandular cells, glandular cells, glandular cells","peripheral nerve, melanocytes, Langerhans, keratinocytes, fibroblasts, myocytes, fibroblasts, islets of Langerhans, cells in glomeruli, neuronal cells, glial cells, glandular cells, cells in endometrial stroma, smooth muscle cells, chondrocytes, hepatocytes, pneumocytes, germinal center cells, non-germinal center cells, ovarian stroma cells, glandular cells, decidual cells, fibroblasts, cells in red pulp, glial cells, cells in molecular layer, neuronal cells, glial cells, respiratory epithelial cells, adipocytes, lymphoid tissue, adipocytes, cells in white pulp, Leydig cells, germinal center cells, non-germinal center cells, squamous epithelial cells, peripheral nerve/ganglion, endothelial cells"
Q13683[34-1082],Q13683,ITA7_HUMAN,reviewed,Integrin alpha-7 [Cleaved into: Integrin alpha-7 heavy chain; Integrin alpha-7 light chain; Integrin alpha-7 70 kDa form],Homo sapiens (Human),1181,ITGA7,,"myocytes, glandular cells, glandular cells, exocrine glandular cells, respiratory epithelial cells, Langerhans, glandular cells, squamous epithelial cells, non-germinal center cells, germinal center cells, cells in seminiferous ducts, fibroblasts, bile duct cells, myoepithelial cells, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells","adipocytes, keratinocytes, fibroblasts, glandular cells, trophoblastic cells, decidual cells, squamous epithelial cells, pneumocytes, melanocytes, urothelial cells, glandular cells, Leydig cells, glandular cells, glandular cells, fibroblasts, smooth muscle cells, epidermal cells, macrophages, neuronal cells, glial cells, endothelial cells, adipocytes, hematopoietic cells, respiratory epithelial cells, glandular cells, cells in tubules, squamous epithelial cells, myocytes, squamous epithelial cells, glandular cells","glandular cells, glandular cells, ovarian stroma cells, non-germinal center cells, germinal center cells, squamous epithelial cells, cells in white pulp, cells in red pulp, islets of Langerhans, Purkinje cells, cells in molecular layer, hepatocytes, neuronal cells, neuropil, glial cells, lymphoid tissue, cells in granular layer, cells in glomeruli, neuronal cells, glial cells, glandular cells, glandular cells, cells in endometrial stroma, glandular cells, cells in endometrial stroma, endothelial cells"
P53708[39-1012],P53708,ITA8_HUMAN,reviewed,Integrin alpha-8 [Cleaved into: Integrin alpha-8 heavy chain; Integrin alpha-8 light chain],Homo sapiens (Human),1063,ITGA8,cells in glomeruli,Leydig cells,,"cells in tubules, glandular cells, neuronal cells, glial cells, myocytes, glandular cells, squamous epithelial cells, endothelial cells, glandular cells, cells in endometrial stroma, glandular cells, cells in endometrial stroma, glandular cells, glandular cells, bile duct cells, glandular cells, hepatocytes, non-germinal center cells, pneumocytes, squamous epithelial cells, fibroblasts, myocytes, glandular cells, glandular cells, glandular cells, trophoblastic cells, macrophages, decidual cells, islets of Langerhans, exocrine glandular cells, ovarian stroma cells, squamous epithelial cells, respiratory epithelial cells, non-germinal center cells, germinal center cells, glandular cells, glandular cells, squamous epithelial cells, neuronal cells, smooth muscle cells, chondrocytes, fibroblasts, fibroblasts, cells in red pulp, cells in white pulp, glandular cells, glandular cells, cells in seminiferous ducts, glandular cells, germinal center cells, squamous epithelial cells, urothelial cells, keratinocytes, glandular cells, neuropil, Langerhans, epidermal cells, glial cells, endothelial cells, Purkinje cells, cells in molecular layer, neuronal cells, glial cells, respiratory epithelial cells, myoepithelial cells, adipocytes, hematopoietic cells, lymphoid tissue, glandular cells, glandular cells, adipocytes, melanocytes, glandular cells"
Q13797[30-981],Q13797,ITA9_HUMAN,reviewed,Integrin alpha-9 (Integrin alpha-RLC),Homo sapiens (Human),1035,ITGA9,,"myoepithelial cells, respiratory epithelial cells, glandular cells, glandular cells, glandular cells, glandular cells, Leydig cells, exocrine glandular cells, endothelial cells, endothelial cells, glandular cells, peripheral nerve/ganglion, glandular cells, glandular cells, glandular cells, respiratory epithelial cells, glandular cells, hepatocytes","Langerhans, trophoblastic cells, keratinocytes, glandular cells, melanocytes, epidermal cells, squamous epithelial cells, urothelial cells, squamous epithelial cells, glandular cells, glandular cells, glandular cells, squamous epithelial cells, squamous epithelial cells, squamous epithelial cells, macrophages, cells in tubules","glial cells, lymphoid tissue, adipocytes, hematopoietic cells, glandular cells, neuronal cells, cells in granular layer, Purkinje cells, glandular cells, glandular cells, myocytes, fibroblasts, smooth muscle cells, chondrocytes, fibroblasts, peripheral nerve, chondrocytes, non-germinal center cells, germinal center cells, glandular cells, decidual cells, cells in white pulp, cells in red pulp, peripheral nerve, fibroblasts, cells in seminiferous ducts, cells in molecular layer, glial cells, neuronal cells, neuropil, glandular cells, cells in endometrial stroma, cells in endometrial stroma, glandular cells, islets of Langerhans, glandular cells, ovarian stroma cells, non-germinal center cells, germinal center cells, pneumocytes, cells in glomeruli, neuronal cells, glial cells, myocytes, adipocytes"
P38570[19-1124],P38570,ITAE_HUMAN,reviewed,Integrin alpha-E (HML-1 antigen) (Integrin alpha-IEL) (Mucosal lymphocyte 1 antigen) (CD antigen CD103) [Cleaved into: Integrin alpha-E light chain; Integrin alpha-E heavy chain],Homo sapiens (Human),1179,ITGAE,"glandular cells, glandular cells","exocrine glandular cells, keratinocytes, melanocytes, fibroblasts, cells in seminiferous ducts, germinal center cells, Langerhans, hepatocytes, follicle cells, islets of Langerhans, glandular cells, glandular cells, bile duct cells, squamous epithelial cells, Purkinje cells, cells in molecular layer, neuronal cells, respiratory epithelial cells, lymphoid tissue, glandular cells, glandular cells, glandular cells, neuronal cells, myocytes, glandular cells, squamous epithelial cells, glandular cells, glandular cells, glandular cells, glandular cells","cells in red pulp, glandular cells, glandular cells, Leydig cells, glandular cells, macrophages, germinal center cells, non-germinal center cells, respiratory epithelial cells, non-germinal center cells, trophoblastic cells, glandular cells, hematopoietic cells, neuronal cells, glandular cells, cells in tubules","epidermal cells, smooth muscle cells, fibroblasts, peripheral nerve, cells in white pulp, adipocytes, fibroblasts, myocytes, pneumocytes, squamous epithelial cells, glandular cells, glandular cells, ovarian stroma cells, squamous epithelial cells, glial cells, endothelial cells, cells in granular layer, glial cells, myoepithelial cells, glandular cells, adipocytes, neuropil, squamous epithelial cells, cells in glomeruli, glial cells, urothelial cells, cells in endometrial stroma, cells in endometrial stroma, peripheral nerve/ganglion, endothelial cells"
P20701[26-1090],P20701,ITAL_HUMAN,reviewed,Integrin alpha-L (CD11 antigen-like family member A) (Leukocyte adhesion glycoprotein LFA-1 alpha chain) (LFA-1A) (Leukocyte function-associated molecule 1 alpha chain) (CD antigen CD11a),Homo sapiens (Human),1170,ITGAL,"lymphoid tissue, germinal center cells, non-germinal center cells, germinal center cells, cells in red pulp, cells in white pulp",,"hematopoietic cells, non-germinal center cells","urothelial cells, cells in glomeruli, endothelial cells, Purkinje cells, cells in molecular layer, cells in granular layer, neuronal cells, glandular cells, glial cells, adipocytes, glandular cells, glandular cells, adipocytes, glial cells, respiratory epithelial cells, neuronal cells, neuropil, glandular cells, neuronal cells, glial cells, myocytes, glandular cells, glandular cells, squamous epithelial cells, glandular cells, glandular cells, cells in endometrial stroma, glandular cells, cells in endometrial stroma, glandular cells, peripheral nerve/ganglion, glandular cells, endothelial cells, cells in tubules, squamous epithelial cells, myoepithelial cells, decidual cells, glandular cells, glandular cells, glandular cells, glandular cells, trophoblastic cells, glandular cells, islets of Langerhans, exocrine glandular cells, fibroblasts, ovarian stroma cells, squamous epithelial cells, respiratory epithelial cells, pneumocytes, macrophages, hepatocytes, bile duct cells, follicle cells, keratinocytes, myocytes, melanocytes, squamous epithelial cells, glandular cells, Leydig cells, cells in seminiferous ducts, glandular cells, glandular cells, Langerhans, fibroblasts, chondrocytes, peripheral nerve, fibroblasts, chondrocytes, smooth muscle cells, glandular cells, epidermal cells, peripheral nerve"
