Entry,Region,Start,End,domain name
Q8IXH8,Domain,276,396,Cadherin 3
Q8IXH8,Domain,397,500,Cadherin 4
P06126,Domain,184,291,Ig-like
P40259,Domain,38,138,Ig-like V-type
P40259,Domain,185,213,ITAM
P20916,Domain,22,120,Ig-like V-type
P20916,Domain,139,237,Ig-like C2-type 1
P20916,Domain,241,325,Ig-like C2-type 2
P20916,Domain,327,412,Ig-like C2-type 3
P20916,Domain,413,508,Ig-like C2-type 4
Q9Y5Y7,Domain,40,130,Link
Q15762,Domain,19,126,Ig-like C2-type 1
Q15762,Domain,135,239,Ig-like C2-type 2
Q6UXG3,Domain,19,121,Ig-like V-type
Q6V0I7,Domain,43,135,Cadherin 1
Q6V0I7,Domain,136,250,Cadherin 2
Q6V0I7,Domain,251,353,Cadherin 3
Q6V0I7,Domain,359,475,Cadherin 4
Q6V0I7,Domain,476,582,Cadherin 5
Q6V0I7,Domain,584,689,Cadherin 6
Q6V0I7,Domain,690,793,Cadherin 7
Q6V0I7,Domain,794,893,Cadherin 8
Q6V0I7,Domain,894,996,Cadherin 9
Q6V0I7,Domain,997,1100,Cadherin 10
Q6V0I7,Domain,1101,1210,Cadherin 11
Q6V0I7,Domain,1211,1315,Cadherin 12
Q6V0I7,Domain,1316,1420,Cadherin 13
Q6V0I7,Domain,1421,1529,Cadherin 14
Q6V0I7,Domain,1529,1629,Cadherin 15
Q6V0I7,Domain,1630,1740,Cadherin 16
Q6V0I7,Domain,1741,1841,Cadherin 17
Q6V0I7,Domain,1842,1944,Cadherin 18
Q6V0I7,Domain,1945,2051,Cadherin 19
Q6V0I7,Domain,2051,2154,Cadherin 20
Q6V0I7,Domain,2155,2259,Cadherin 21
Q6V0I7,Domain,2260,2364,Cadherin 22
Q6V0I7,Domain,2365,2466,Cadherin 23
Q6V0I7,Domain,2467,2567,Cadherin 24
Q6V0I7,Domain,2568,2669,Cadherin 25
Q6V0I7,Domain,2670,2773,Cadherin 26
Q6V0I7,Domain,2773,2872,Cadherin 27
Q6V0I7,Domain,2873,2983,Cadherin 28
Q6V0I7,Domain,2984,3089,Cadherin 29
Q6V0I7,Domain,3090,3194,Cadherin 30
Q6V0I7,Domain,3195,3298,Cadherin 31
Q6V0I7,Domain,3299,3404,Cadherin 32
Q6V0I7,Domain,3405,3510,Cadherin 33
Q6V0I7,Domain,3509,3620,Cadherin 34
Q6V0I7,Domain,3802,3860,EGF-like 1
Q6V0I7,Domain,3862,3898,EGF-like 2
Q6V0I7,Domain,3900,3936,EGF-like 3
Q6V0I7,Domain,3938,3974,EGF-like 4
Q6V0I7,Domain,3975,4159,Laminin G-like 1
Q6V0I7,Domain,4162,4198,EGF-like 5
Q6V0I7,Domain,4217,4398,Laminin G-like 2
Q6V0I7,Domain,4426,4463,EGF-like 6
P58335,Domain,44,213,VWFA
Q9NPF0,Domain,53,90,LDL-receptor class A 1
Q9NPF0,Domain,131,168,LDL-receptor class A 2
P31994,Domain,48,127,Ig-like C2-type 1
P31994,Domain,131,213,Ig-like C2-type 2
Q86VB7,Domain,51,152,SRCR 1
Q86VB7,Domain,159,259,SRCR 2
Q86VB7,Domain,266,366,SRCR 3
Q86VB7,Domain,373,473,SRCR 4
Q86VB7,Domain,478,578,SRCR 5
Q86VB7,Domain,583,683,SRCR 6
Q86VB7,Domain,719,819,SRCR 7
Q86VB7,Domain,824,926,SRCR 8
Q86VB7,Domain,929,1029,SRCR 9
P54756,Domain,60,238,Eph LBD
P54756,Domain,357,467,Fibronectin type-III 1
P54756,Domain,468,562,Fibronectin type-III 2
P54756,Domain,675,936,Protein kinase
P54756,Domain,965,1029,SAM
P56817,Domain,75,416,Peptidase A1
Q29983,Domain,207,296,Ig-like C1-type
P23229,Repeat,30,95,FG-GAP 1
P23229,Repeat,101,166,FG-GAP 2
P23229,Repeat,176,229,FG-GAP 3
P23229,Repeat,283,339,FG-GAP 4
P23229,Repeat,340,402,FG-GAP 5
P23229,Repeat,403,458,FG-GAP 6
P23229,Repeat,459,518,FG-GAP 7
P42702,Domain,49,138,Fibronectin type-III 1
P42702,Domain,335,434,Fibronectin type-III 2
P42702,Domain,435,534,Fibronectin type-III 3
P42702,Domain,538,629,Fibronectin type-III 4
P42702,Domain,627,719,Fibronectin type-III 5
P42702,Domain,724,833,Fibronectin type-III 6
P31785,Domain,156,253,Fibronectin type-III
P14778,Domain,23,110,Ig-like C2-type 1
P14778,Domain,118,210,Ig-like C2-type 2
P14778,Domain,226,328,Ig-like C2-type 3
P14778,Domain,383,541,TIR
O14672,Domain,220,456,Peptidase M12B
O14672,Domain,457,551,Disintegrin
P55289,Domain,55,160,Cadherin 1
P55289,Domain,161,269,Cadherin 2
P55289,Domain,270,384,Cadherin 3
P55289,Domain,385,487,Cadherin 4
P55289,Domain,488,609,Cadherin 5
P09693,Domain,37,94,Ig-like
P09693,Domain,149,177,ITAM
P29320,Domain,29,207,Eph LBD
P29320,Domain,325,435,Fibronectin type-III 1
P29320,Domain,436,531,Fibronectin type-III 2
P29320,Domain,621,882,Protein kinase
P29320,Domain,911,975,SAM
P55286,Domain,62,167,Cadherin 1
P55286,Domain,168,276,Cadherin 2
P55286,Domain,277,391,Cadherin 3
P55286,Domain,392,494,Cadherin 4
P55286,Domain,495,616,Cadherin 5
P16410,Domain,39,140,Ig-like V-type
P11362,Domain,25,119,Ig-like C2-type 1
P11362,Domain,158,246,Ig-like C2-type 2
P11362,Domain,255,357,Ig-like C2-type 3
P11362,Domain,478,767,Protein kinase
Q99965,Domain,178,375,Peptidase M12B
Q99965,Domain,384,473,Disintegrin
Q99965,Domain,612,645,EGF-like
Q6ZTQ4,Domain,23,132,Cadherin 1
Q6ZTQ4,Domain,136,236,Cadherin 2
Q6ZTQ4,Domain,237,344,Cadherin 3
Q6ZTQ4,Domain,346,466,Cadherin 4
Q6ZTQ4,Domain,462,566,Cadherin 5
Q6ZTQ4,Domain,567,695,Cadherin 6
P55285,Domain,54,159,Cadherin 1
P55285,Domain,160,268,Cadherin 2
P55285,Domain,269,383,Cadherin 3
P55285,Domain,384,486,Cadherin 4
P55285,Domain,487,608,Cadherin 5
P10912,Domain,151,254,Fibronectin type-III
P29323,Domain,20,202,Eph LBD
P29323,Domain,324,434,Fibronectin type-III 1
P29323,Domain,435,530,Fibronectin type-III 2
P29323,Domain,621,884,Protein kinase
P29323,Domain,913,977,SAM
P15391,Domain,20,113,Ig-like C2-type 1
P15391,Domain,176,277,Ig-like C2-type 2
Q13443,Domain,212,406,Peptidase M12B
Q13443,Domain,414,501,Disintegrin
Q13443,Domain,644,698,EGF-like
P29017,Domain,206,296,Ig-like
Q9Y5U5,Repeat,34,72,TNFR-Cys 1
Q9Y5U5,Repeat,74,112,TNFR-Cys 2
Q9Y5U5,Repeat,115,153,TNFR-Cys 3
Q92956,Repeat,42,75,TNFR-Cys 1
Q92956,Repeat,78,119,TNFR-Cys 2
Q92956,Repeat,121,162,TNFR-Cys 3
Q6ZN44,Domain,44,141,Ig-like
Q6ZN44,Domain,155,234,Ig-like C2-type
Q6ZN44,Domain,242,294,TSP type-1
Q6ZN44,Domain,441,584,ZU5
Q6ZN44,Domain,761,841,Death
P30530,Domain,27,128,Ig-like C2-type 1
P30530,Domain,139,222,Ig-like C2-type 2
P30530,Domain,227,331,Fibronectin type-III 1
P30530,Domain,336,428,Fibronectin type-III 2
P30530,Domain,536,807,Protein kinase
O75445,Domain,271,517,Laminin N-terminal
O75445,Domain,518,574,Laminin EGF-like 1
O75445,Domain,575,640,Laminin EGF-like 2
O75445,Domain,641,693,Laminin EGF-like 3
O75445,Domain,694,746,Laminin EGF-like 4
O75445,Domain,747,794,Laminin EGF-like 5
O75445,Domain,795,846,Laminin EGF-like 6
O75445,Domain,847,899,Laminin EGF-like 7
O75445,Domain,900,950,Laminin EGF-like 8
O75445,Domain,951,1001,Laminin EGF-like 9
O75445,Domain,1002,1052,Laminin EGF-like 10
O75445,Domain,1058,1146,Fibronectin type-III 1
O75445,Domain,1148,1244,Fibronectin type-III 2
O75445,Domain,1245,1363,Fibronectin type-III 3
O75445,Domain,1364,1468,Fibronectin type-III 4
O75445,Domain,1517,1709,Laminin G-like 1
O75445,Domain,1714,1891,Laminin G-like 2
O75445,Domain,1869,1955,Fibronectin type-III 5
O75445,Domain,1957,2054,Fibronectin type-III 6
O75445,Domain,2055,2144,Fibronectin type-III 7
O75445,Domain,2145,2239,Fibronectin type-III 8
O75445,Domain,2243,2330,Fibronectin type-III 9
O75445,Domain,2331,2433,Fibronectin type-III 10
O75445,Domain,2437,2531,Fibronectin type-III 11
O75445,Domain,2535,2622,Fibronectin type-III 12
O75445,Domain,2624,2722,Fibronectin type-III 13
O75445,Domain,2726,2819,Fibronectin type-III 14
O75445,Domain,2820,2923,Fibronectin type-III 15
O75445,Domain,2927,3018,Fibronectin type-III 16
O75445,Domain,3022,3112,Fibronectin type-III 17
O75445,Domain,3113,3209,Fibronectin type-III 18
O75445,Domain,3403,3497,Fibronectin type-III 19
O75445,Domain,3501,3589,Fibronectin type-III 20
O75445,Domain,3592,3682,Fibronectin type-III 21
O75445,Domain,3684,3770,Fibronectin type-III 22
O75445,Domain,3774,3865,Fibronectin type-III 23
O75445,Domain,3866,3963,Fibronectin type-III 24
O75445,Domain,3964,4067,Fibronectin type-III 25
O75445,Domain,4068,4153,Fibronectin type-III 26
O75445,Domain,4157,4261,Fibronectin type-III 27
O75445,Domain,4262,4357,Fibronectin type-III 28
O75445,Domain,4358,4445,Fibronectin type-III 29
O75445,Domain,4446,4530,Fibronectin type-III 30
O75445,Domain,4534,4630,Fibronectin type-III 31
O75445,Domain,4636,4733,Fibronectin type-III 32
O75445,Domain,4734,4827,Fibronectin type-III 33
O75445,Domain,4828,4927,Fibronectin type-III 34
Q6UXZ4,Domain,54,151,Ig-like
Q6UXZ4,Domain,153,244,Ig-like C2-type
Q6UXZ4,Domain,252,306,TSP type-1 1
Q6UXZ4,Domain,308,360,TSP type-1 2
Q6UXZ4,Domain,542,682,ZU5
Q6UXZ4,Domain,859,936,Death
Q86SJ6,Domain,50,157,Cadherin 1
Q86SJ6,Domain,158,269,Cadherin 2
Q86SJ6,Domain,270,385,Cadherin 3
Q86SJ6,Domain,386,497,Cadherin 4
Q86SJ6,Repeat,884,909,Desmoglein repeat 1
Q86SJ6,Repeat,910,940,Desmoglein repeat 2
Q14574,Domain,136,243,Cadherin 1
Q14574,Domain,244,355,Cadherin 2
Q14574,Domain,356,471,Cadherin 3
Q14574,Domain,472,579,Cadherin 4
Q14574,Domain,580,690,Cadherin 5
Q08554,Domain,135,242,Cadherin 1
Q08554,Domain,243,354,Cadherin 2
Q08554,Domain,355,471,Cadherin 3
Q08554,Domain,472,575,Cadherin 4
Q08554,Domain,576,682,Cadherin 5
Q02487,Domain,136,243,Cadherin 1
Q02487,Domain,244,355,Cadherin 2
Q02487,Domain,356,471,Cadherin 3
Q02487,Domain,472,579,Cadherin 4
Q02487,Domain,580,694,Cadherin 5
Q8TD84,Domain,19,119,Ig-like C2-type 1
Q8TD84,Domain,115,217,Ig-like C2-type 2
Q8TD84,Domain,226,306,Ig-like C2-type 3
Q8TD84,Domain,314,402,Ig-like C2-type 4
Q8TD84,Domain,408,501,Ig-like C2-type 5
Q8TD84,Domain,506,586,Ig-like C2-type 6
Q8TD84,Domain,596,685,Ig-like C2-type 7
Q8TD84,Domain,690,784,Ig-like C2-type 8
Q8TD84,Domain,788,885,Ig-like C2-type 9
Q8TD84,Domain,887,984,Fibronectin type-III 1
Q8TD84,Domain,989,1088,Fibronectin type-III 2
Q8TD84,Domain,1093,1189,Fibronectin type-III 3
Q8TD84,Domain,1193,1288,Fibronectin type-III 4
Q8TD84,Domain,1278,1377,Ig-like C2-type 10
Q8TD84,Domain,1383,1477,Fibronectin type-III 5
Q8TD84,Domain,1478,1578,Fibronectin type-III 6
Q08345,Domain,31,185,F5/8 type C
Q08345,Domain,610,905,Protein kinase
P32926,Domain,50,158,Cadherin 1
P32926,Domain,159,268,Cadherin 2
P32926,Domain,269,383,Cadherin 3
P32926,Domain,386,499,Cadherin 4
P32926,Repeat,910,935,Desmoglein repeat 1
P32926,Repeat,936,966,Desmoglein repeat 2
Q9HC73,Domain,118,211,Fibronectin type-III
Q9H6X2,Domain,44,215,VWFA
P22455,Domain,22,118,Ig-like C2-type 1
P22455,Domain,152,240,Ig-like C2-type 2
P22455,Domain,249,349,Ig-like C2-type 3
P22455,Domain,467,755,Protein kinase
Q16653,Domain,32,145,Ig-like V-type
P43628,Domain,42,107,Ig-like C2-type 1
P43628,Domain,142,205,Ig-like C2-type 2
Q6P1J6,Repeat,39,347,1
Q6P1J6,Repeat,362,707,2
Q6P1J6,Repeat,708,1054,3
Q6P1J6,Repeat,1064,1402,4
Q15363,Domain,30,112,GOLD
P23468,Domain,24,114,Ig-like C2-type 1
P23468,Domain,126,224,Ig-like C2-type 2
P23468,Domain,236,318,Ig-like C2-type 3
P23468,Domain,325,415,Fibronectin type-III 1
P23468,Domain,420,516,Fibronectin type-III 2
P23468,Domain,518,607,Fibronectin type-III 3
P23468,Domain,612,709,Fibronectin type-III 4
P23468,Domain,714,822,Fibronectin type-III 5
P23468,Domain,823,916,Fibronectin type-III 6
P23468,Domain,921,1016,Fibronectin type-III 7
P23468,Domain,1020,1106,Fibronectin type-III 8
P23468,Domain,1357,1612,Tyrosine-protein phosphatase 1
P23468,Domain,1644,1903,Tyrosine-protein phosphatase 2
O43914,Domain,80,108,ITAM
Q16620,Domain,32,61,LRRNT
Q16620,Repeat,92,113,LRR 1
Q16620,Repeat,116,137,LRR 2
Q16620,Domain,148,196,LRRCT
Q16620,Domain,197,282,Ig-like C2-type 1
Q16620,Domain,295,365,Ig-like C2-type 2
Q16620,Domain,538,807,Protein kinase
O00533,Domain,35,124,Ig-like C2-type 1
O00533,Domain,128,223,Ig-like C2-type 2
O00533,Domain,235,328,Ig-like C2-type 3
O00533,Domain,331,417,Ig-like C2-type 4
O00533,Domain,423,510,Ig-like C2-type 5
O00533,Domain,515,607,Ig-like C2-type 6
O00533,Domain,614,709,Fibronectin type-III 1
O00533,Domain,714,807,Fibronectin type-III 2
O00533,Domain,809,914,Fibronectin type-III 3
O00533,Domain,918,1015,Fibronectin type-III 4
Q8TD46,Domain,53,139,Ig-like V-type
Q8TD46,Domain,140,228,Ig-like C2-type
Q9P246,Domain,67,102,EF-hand
Q9P246,Domain,136,204,SAM
P22897,Domain,22,142,Ricin B-type lectin
P22897,Domain,163,211,Fibronectin type-II
P22897,Domain,225,341,C-type lectin 1
P22897,Domain,369,487,C-type lectin 2
P22897,Domain,511,626,C-type lectin 3
P22897,Domain,655,778,C-type lectin 4
P22897,Domain,807,923,C-type lectin 5
P22897,Domain,952,1080,C-type lectin 6
P22897,Domain,1102,1213,C-type lectin 7
P22897,Domain,1241,1356,C-type lectin 8
P17693,Domain,209,299,Ig-like C1-type
Q9Y6Q6,Repeat,34,68,TNFR-Cys 1
Q9Y6Q6,Repeat,71,112,TNFR-Cys 2
Q9Y6Q6,Repeat,114,151,TNFR-Cys 3
Q9Y6Q6,Repeat,154,194,TNFR-Cys 4
P01135,Domain,43,83,EGF-like
Q13291,Domain,29,138,Ig-like V-type
Q13291,Domain,144,223,Ig-like C2-type
Q9H5Y7,Domain,27,67,LRRNT 1
Q9H5Y7,Repeat,89,110,LRR 1
Q9H5Y7,Repeat,113,134,LRR 2
Q9H5Y7,Repeat,137,158,LRR 3
Q9H5Y7,Repeat,161,182,LRR 4
Q9H5Y7,Repeat,184,205,LRR 5
Q9H5Y7,Domain,218,269,LRRCT 1
Q9H5Y7,Domain,320,361,LRRNT 2
Q9H5Y7,Repeat,364,385,LRR 6
Q9H5Y7,Repeat,388,409,LRR 7
Q9H5Y7,Repeat,412,433,LRR 8
Q9H5Y7,Repeat,436,457,LRR 9
Q9H5Y7,Repeat,460,481,LRR 10
Q9H5Y7,Repeat,483,504,LRR 11
Q9H5Y7,Domain,517,568,LRRCT 2
Q9BQ51,Domain,21,118,Ig-like V-type
Q9BQ51,Domain,122,203,Ig-like C2-type
P01833,Domain,19,120,Ig-like V-type 1
P01833,Domain,145,237,Ig-like V-type 2
P01833,Domain,250,352,Ig-like V-type 3
P01833,Domain,364,458,Ig-like V-type 4
P01833,Domain,462,561,Ig-like V-type 5
O75051,Domain,35,508,Sema
O75051,Domain,858,951,IPT/TIG 1
O75051,Domain,954,1037,IPT/TIG 2
O75051,Domain,1041,1139,IPT/TIG 3
O75051,Domain,1143,1228,IPT/TIG 4
P51805,Domain,20,488,Sema
P51805,Domain,840,933,IPT/TIG 1
P51805,Domain,935,1020,IPT/TIG 2
P51805,Domain,1023,1122,IPT/TIG 3
P51805,Domain,1125,1211,IPT/TIG 4
Q9HCM2,Domain,24,507,Sema
Q9HCM2,Domain,509,559,PSI 1
Q9HCM2,Domain,655,702,PSI 2
Q9HCM2,Domain,803,856,PSI 3
Q9HCM2,Domain,858,952,IPT/TIG 1
Q9HCM2,Domain,954,1037,IPT/TIG 2
Q9HCM2,Domain,1040,1139,IPT/TIG 3
Q9HCM2,Domain,1142,1230,IPT/TIG 4
Q92729,Domain,25,188,MAM
Q92729,Domain,190,275,Ig-like C2-type
Q92729,Domain,288,383,Fibronectin type-III 1
Q92729,Domain,386,484,Fibronectin type-III 2
Q92729,Domain,485,591,Fibronectin type-III 3
Q92729,Domain,592,674,Fibronectin type-III 4
Q92729,Domain,888,1144,Tyrosine-protein phosphatase 1
Q92729,Domain,1176,1439,Tyrosine-protein phosphatase 2
P11717,Repeat,40,189,1
P11717,Repeat,190,344,2
P11717,Repeat,345,489,3
P11717,Repeat,490,643,4
P11717,Repeat,644,783,5
P11717,Repeat,784,950,6
P11717,Repeat,951,1099,7
P11717,Repeat,1100,1243,8
P11717,Repeat,1244,1384,9
P11717,Repeat,1385,1532,10
P11717,Repeat,1533,1666,11
P11717,Repeat,1667,1820,12
P11717,Repeat,1821,2008,13
P11717,Domain,1898,1944,Fibronectin type-II
P11717,Repeat,2009,2137,14
P11717,Repeat,2165,2289,15
Q99650,Domain,335,428,Fibronectin type-III 1
Q99650,Domain,433,528,Fibronectin type-III 2
Q99650,Domain,529,623,Fibronectin type-III 3
Q99650,Domain,625,736,Fibronectin type-III 4
Q9HD43,Domain,32,121,Fibronectin type-III 1
Q9HD43,Domain,122,209,Fibronectin type-III 2
Q9HD43,Domain,210,299,Fibronectin type-III 3
Q9HD43,Domain,300,387,Fibronectin type-III 4
Q9HD43,Domain,388,477,Fibronectin type-III 5
Q9HD43,Domain,478,563,Fibronectin type-III 6
Q9HD43,Domain,564,666,Fibronectin type-III 7
Q9HD43,Domain,665,749,Fibronectin type-III 8
Q9HD43,Domain,820,1079,Tyrosine-protein phosphatase
O14522,Domain,30,191,MAM
O14522,Domain,193,284,Ig-like C2-type
O14522,Domain,291,384,Fibronectin type-III 1
O14522,Domain,389,483,Fibronectin type-III 2
O14522,Domain,484,590,Fibronectin type-III 3
O14522,Domain,591,726,Fibronectin type-III 4
O14522,Domain,889,1143,Tyrosine-protein phosphatase 1
O14522,Domain,1175,1437,Tyrosine-protein phosphatase 2
P43632,Domain,42,107,Ig-like C2-type 1
P43632,Domain,142,205,Ig-like C2-type 2
P43489,Repeat,30,65,TNFR-Cys 1
P43489,Repeat,66,107,TNFR-Cys 2
P43489,Repeat,108,126,TNFR-Cys 3
P43489,Repeat,127,167,TNFR-Cys 4
P78324,Domain,32,137,Ig-like V-type
P78324,Domain,148,247,Ig-like C1-type 1
P78324,Domain,254,348,Ig-like C1-type 2
Q9UIW2,Domain,27,512,Sema
Q9UIW2,Domain,864,959,IPT/TIG 1
Q9UIW2,Domain,961,1045,IPT/TIG 2
Q9UIW2,Domain,1048,1147,IPT/TIG 3
Q9UIW2,Domain,1150,1236,IPT/TIG 4
Q9NPH3,Domain,21,128,Ig-like C2-type 1
Q9NPH3,Domain,141,230,Ig-like C2-type 2
Q9NPH3,Domain,242,348,Ig-like C2-type 3
Q9NPH3,Domain,403,549,TIR
Q13018,Domain,38,161,Ricin B-type lectin
Q13018,Domain,173,221,Fibronectin type-II
Q13018,Domain,238,355,C-type lectin 1
Q13018,Domain,385,502,C-type lectin 2
Q13018,Domain,522,643,C-type lectin 3
Q13018,Domain,673,797,C-type lectin 4
Q13018,Domain,819,938,C-type lectin 5
Q13018,Domain,965,1096,C-type lectin 6
Q13018,Domain,1121,1232,C-type lectin 7
Q13018,Domain,1257,1378,C-type lectin 8
Q01973,Domain,42,147,Ig-like C2-type
Q01973,Domain,165,299,FZ
Q01973,Domain,312,391,Kringle
Q01973,Domain,473,746,Protein kinase
Q8IZU9,Domain,48,142,Ig-like C2-type 1
Q8IZU9,Domain,147,243,Ig-like C2-type 2
Q8IZU9,Domain,249,330,Ig-like C2-type 3
Q8IZU9,Domain,335,415,Ig-like C2-type 4
Q8IZU9,Domain,419,515,Ig-like C2-type 5
Q15116,Domain,35,145,Ig-like V-type
P43630,Domain,42,102,Ig-like C2-type 1
P43630,Domain,137,202,Ig-like C2-type 2
P43630,Domain,237,300,Ig-like C2-type 3
Q9H3R2,Domain,173,211,EGF-like 1
Q9H3R2,Domain,212,336,SEA
Q9H3R2,Domain,322,361,EGF-like 2
Q9H3R2,Domain,363,404,EGF-like 3
Q13332,Domain,33,123,Ig-like C2-type 1
Q13332,Domain,135,233,Ig-like C2-type 2
Q13332,Domain,245,327,Ig-like C2-type 3
Q13332,Domain,334,424,Fibronectin type-III 1
Q13332,Domain,429,523,Fibronectin type-III 2
Q13332,Domain,527,616,Fibronectin type-III 3
Q13332,Domain,621,718,Fibronectin type-III 4
Q13332,Domain,723,831,Fibronectin type-III 5
Q13332,Domain,832,930,Fibronectin type-III 6
Q13332,Domain,931,1033,Fibronectin type-III 7
Q13332,Domain,1036,1120,Fibronectin type-III 8
Q13332,Domain,1393,1648,Tyrosine-protein phosphatase 1
Q13332,Domain,1680,1939,Tyrosine-protein phosphatase 2
O75096,Domain,26,67,LDL-receptor class A 1
O75096,Domain,70,106,LDL-receptor class A 2
O75096,Domain,109,144,LDL-receptor class A 3
O75096,Domain,147,183,LDL-receptor class A 4
O75096,Domain,190,226,LDL-receptor class A 5
O75096,Domain,230,266,LDL-receptor class A 6
O75096,Domain,269,305,LDL-receptor class A 7
O75096,Domain,311,350,LDL-receptor class A 8
O75096,Domain,354,394,EGF-like 1
O75096,Domain,395,434,EGF-like 2
O75096,Repeat,480,522,LDL-receptor class B 1
O75096,Repeat,523,565,LDL-receptor class B 2
O75096,Repeat,566,609,LDL-receptor class B 3
O75096,Repeat,610,652,LDL-receptor class B 4
O75096,Repeat,653,693,LDL-receptor class B 5
O75096,Domain,698,737,EGF-like 3
O75096,Repeat,785,827,LDL-receptor class B 6
O75096,Repeat,828,870,LDL-receptor class B 7
O75096,Repeat,871,914,LDL-receptor class B 8
O75096,Repeat,915,956,LDL-receptor class B 9
O75096,Repeat,957,998,LDL-receptor class B 10
O75096,Repeat,1093,1135,LDL-receptor class B 11
O75096,Repeat,1136,1178,LDL-receptor class B 12
O75096,Repeat,1179,1222,LDL-receptor class B 13
O75096,Repeat,1223,1263,LDL-receptor class B 14
O75096,Repeat,1264,1306,LDL-receptor class B 15
O75096,Repeat,1397,1439,LDL-receptor class B 16
O75096,Repeat,1440,1482,LDL-receptor class B 17
O75096,Repeat,1483,1526,LDL-receptor class B 18
O75096,Repeat,1527,1568,LDL-receptor class B 19
O75096,Repeat,1569,1610,LDL-receptor class B 20
X5DNG6,Domain,77,158,CA
X5DNG6,Domain,182,267,CA
X5DNG6,Domain,291,383,CA
X5DNG6,Domain,406,487,CA
X5DNG6,Domain,510,594,CA
Q8NB64,Domain,98,183,CA
Q8NB64,Domain,207,298,CA
Q8NB64,Domain,321,414,CA
Q8NB64,Domain,437,521,CA
Q8NB64,Domain,541,626,CA
B2R9J8,Domain,82,163,CA
B2R9J8,Domain,187,272,CA
B2R9J8,Domain,296,388,CA
B2R9J8,Domain,411,492,CA
B2R9J8,Domain,515,602,CA
D6RA20,Domain,45,131,CA
D6RA20,Domain,155,240,CA
D6RA20,Domain,264,348,CA
D6RA20,Domain,372,453,CA
D6RA20,Domain,477,563,CA
D6RA20,Domain,594,676,CA
A8KAM8,Domain,27,117,Ig-like
A8KAM8,Domain,214,307,Ig-like
A8KAM8,Domain,600,962,Protein kinase
A0A087WXI5,Domain,27,116,Cadherin_pro
A0A087WXI5,Domain,177,260,CA
A0A087WXI5,Domain,284,373,CA
A0A087WXI5,Domain,396,506,CA
A0A087WXI5,Domain,529,614,CA
A0A3B3ISU0,Domain,13,98,CA
A0A3B3ISU0,Domain,122,210,CA
A0A3B3ISU0,Domain,233,327,CA
A0A3B3ISU0,Domain,350,432,CA
A0A3B3ISU0,Domain,451,533,CA
A8K2C5,Domain,82,163,CA
A8K2C5,Domain,187,272,CA
A8K2C5,Domain,296,388,CA
A8K2C5,Domain,411,492,CA
A8K2C5,Domain,515,602,CA
A9X9K9,Domain,31,113,Cadherin_pro
A9X9K9,Domain,156,241,CA
A9X9K9,Domain,265,353,CA
A9X9K9,Domain,376,470,CA
A9X9K9,Domain,493,575,CA
A9X9K9,Domain,594,676,CA
Q96CZ9,Domain,76,157,CA
Q96CZ9,Domain,181,266,CA
Q96CZ9,Domain,290,382,CA
Q96CZ9,Domain,405,486,CA
Q96CZ9,Domain,513,600,CA
A8K2P8,Domain,31,113,Cadherin_pro
A8K2P8,Domain,156,241,CA
A8K2P8,Domain,265,353,CA
A8K2P8,Domain,376,470,CA
A8K2P8,Domain,493,575,CA
A8K2P8,Domain,594,676,CA
Q59H34,Domain,65,151,CA
Q59H34,Domain,175,260,CA
Q59H34,Domain,284,368,CA
Q59H34,Domain,392,473,CA
Q59H34,Domain,497,583,CA
Q59H34,Domain,614,696,CA
A8K6T3,Domain,31,113,Cadherin_pro
A8K6T3,Domain,156,241,CA
A8K6T3,Domain,265,353,CA
A8K6T3,Domain,376,470,CA
A8K6T3,Domain,493,575,CA
A8K6T3,Domain,594,676,CA
Q6P4R2,Domain,31,146,CA
Q6P4R2,Domain,170,255,CA
Q6P4R2,Domain,279,363,CA
Q6P4R2,Domain,387,467,CA
Q6P4R2,Domain,491,577,CA
Q6P4R2,Domain,607,688,CA
A0A0U2ZQU7,Domain,27,116,Cadherin_pro
A0A0U2ZQU7,Domain,177,260,CA
A0A0U2ZQU7,Domain,284,373,CA
A0A0U2ZQU7,Domain,396,485,CA
A0A0U2ZQU7,Domain,508,593,CA
A0A0G2JRA4,Domain,63,156,CA
A0A0G2JRA4,Domain,179,263,CA
A0A0G2JRA4,Domain,283,368,CA
Q2TAL1,Domain,67,148,CA
A0A0E3XJU3,Domain,27,116,Cadherin_pro
A0A0E3XJU3,Domain,177,260,CA
A0A0E3XJU3,Domain,284,373,CA
A0A0E3XJU3,Domain,396,485,CA
A0A0E3XJU3,Domain,508,593,CA
B4DLF0,Domain,77,158,CA
B4DLF0,Domain,182,271,CA
B4DLF0,Domain,294,384,CA
B4DLF0,Domain,407,491,CA
A0A024RC30,Domain,70,155,CA
A0A024RC30,Domain,179,265,CA
A0A024RC30,Domain,288,382,CA
A0A024RC30,Domain,409,493,CA
A0A087WTR7,Domain,67,148,CA
Q68DY8,Domain,31,119,CA
Q68DY8,Domain,142,236,CA
Q68DY8,Domain,259,341,CA
Q68DY8,Domain,360,442,CA
Q8N9J3,Domain,49,136,CA
E9PD35,Domain,30,111,Ig-like
E9PD35,Domain,219,326,Ig-like
E9PD35,Domain,331,415,Ig-like
E9PD35,Domain,422,552,Ig-like
E9PD35,Domain,555,671,Ig-like
E9PD35,Domain,678,764,Ig-like
E9PD35,Domain,845,1173,Protein kinase
Q59EA3,Domain,91,172,CA
